"subject" "activity" "feature" "average"
1 "SITTING" "timegravityaccstdx" -0.972444698297872
1 "SITTING" "timegravityaccstdy" -0.969468289574468
1 "SITTING" "timegravityaccstdz" -0.966639090851064
1 "STANDING" "frequencybodyaccjerkmagmean" -0.979979609622642
1 "STANDING" "frequencybodyaccjerkmagstd" -0.980129710943396
1 "STANDING" "frequencybodyaccjerkmeanx" -0.98151460490566
1 "STANDING" "frequencybodyaccjerkmeany" -0.979564636226415
1 "STANDING" "frequencybodyaccjerkmeanz" -0.977407475471698
1 "STANDING" "frequencybodyaccjerkstdx" -0.979665603396226
1 "STANDING" "frequencybodyaccjerkstdy" -0.97870446754717
1 "STANDING" "frequencybodyaccjerkstdz" -0.981155400188679
1 "STANDING" "frequencybodyaccmagmean" -0.965453345849057
1 "STANDING" "frequencybodyaccmagstd" -0.958205944339623
1 "STANDING" "frequencybodyaccmeanx" -0.974205480943396
1 "STANDING" "frequencybodyaccmeany" -0.962751998301887
1 "STANDING" "frequencybodyaccmeanz" -0.964838611509434
1 "STANDING" "frequencybodyaccstdx" -0.966007556792453
1 "STANDING" "frequencybodyaccstdy" -0.938936963962264
1 "STANDING" "frequencybodyaccstdz" -0.951158036981132
1 "STANDING" "frequencybodygyrojerkmagmean" -0.987075449433962
1 "STANDING" "frequencybodygyrojerkmagstd" -0.986459958113208
1 "STANDING" "frequencybodygyromagmean" -0.972545640754717
1 "STANDING" "frequencybodygyromagstd" -0.967244930377358
1 "STANDING" "frequencybodygyromeanx" -0.973069943584906
1 "STANDING" "frequencybodygyromeany" -0.977079259622642
1 "STANDING" "frequencybodygyromeanz" -0.977892868490566
1 "STANDING" "frequencybodygyrostdx" -0.976606862264151
1 "STANDING" "frequencybodygyrostdy" -0.971551403962264
1 "STANDING" "frequencybodygyrostdz" -0.977302451509434
1 "STANDING" "timebodyaccjerkmagmean" -0.979530644150943
1 "STANDING" "timebodyaccjerkmagstd" -0.980486666037736
1 "STANDING" "timebodyaccjerkmeanx" 0.0771923988867925
1 "STANDING" "timebodyaccjerkmeany" 0.0148813517498113
1 "STANDING" "timebodyaccjerkmeanz" -0.00294262125198113
1 "STANDING" "timebodyaccjerkstdx" -0.979724511132075
1 "STANDING" "timebodyaccjerkstdy" -0.978398199622642
1 "STANDING" "timebodyaccjerkstdz" -0.980008753018868
1 "STANDING" "timebodyaccmagmean" -0.956413259622642
1 "STANDING" "timebodyaccmagstd" -0.956983686603774
1 "STANDING" "timebodyaccmeanx" 0.271259686037736
1 "STANDING" "timebodyaccmeany" -0.0177595360290566
1 "STANDING" "timebodyaccmeanz" -0.10638483054717
1 "STANDING" "timebodyaccstdx" -0.96809402
1 "STANDING" "timebodyaccstdy" -0.943959421320755
1 "STANDING" "timebodyaccstdz" -0.954148431509434
1 "STANDING" "timebodygyrojerkmagmean" -0.987893499433962
1 "STANDING" "timebodygyrojerkmagstd" -0.986545863773585
1 "STANDING" "timebodygyrojerkmeanx" -0.106723119849057
1 "STANDING" "timebodygyrojerkmeany" -0.0378610405886792
1 "STANDING" "timebodygyrojerkmeanz" -0.0537005396226415
1 "STANDING" "timebodygyrojerkstdx" -0.983375185849057
1 "STANDING" "timebodygyrojerkstdy" -0.987130357924528
1 "STANDING" "timebodygyrojerkstdz" -0.988380117358491
1 "STANDING" "timebodygyromagmean" -0.956305125849057
1 "STANDING" "timebodygyromagstd" -0.965652121132075
1 "STANDING" "timebodygyromeanx" -0.0199255440377358
1 "STANDING" "timebodygyromeany" -0.0978711175849057
1 "STANDING" "timebodygyromeanz" 0.0893703550188679
1 "STANDING" "timebodygyrostdx" -0.975569473396226
1 "STANDING" "timebodygyrostdy" -0.97327651
1 "STANDING" "timebodygyrostdz" -0.975730724528302
1 "STANDING" "timegravityaccmagmean" -0.956413259622642
1 "STANDING" "timegravityaccmagstd" -0.956983686603774
1 "STANDING" "timegravityaccmeanx" -0.0249844298679245
1 "STANDING" "timegravityaccmeany" 0.0231251676792453
1 "STANDING" "timegravityaccmeanz" 0.771062527358491
1 "STANDING" "timegravityaccstdx" -0.971067799245283
1 "STANDING" "timegravityaccstdy" -0.975271998113208
1 "STANDING" "timegravityaccstdz" -0.97075462754717
1 "WALKING" "frequencybodyaccjerkmagmean" -0.54197596464
1 "WALKING" "frequencybodyaccjerkmagstd" -0.572233747923158
1 "WALKING" "frequencybodyaccjerkmeanx" -0.590199912315789
1 "WALKING" "frequencybodyaccjerkmeany" -0.574770304294737
1 "WALKING" "frequencybodyaccjerkmeanz" -0.627406389294737
1 "WALKING" "frequencybodyaccjerkstdx" -0.576422811721895
1 "WALKING" "frequencybodyaccjerkstdy" -0.552438688069474
1 "WALKING" "frequencybodyaccjerkstdz" -0.683065290631579
1 "WALKING" "frequencybodyaccmagmean" -0.440458932592632
1 "WALKING" "frequencybodyaccmagstd" -0.495636062190526
1 "WALKING" "frequencybodyaccmeanx" -0.522465151768421
1 "WALKING" "frequencybodyaccmeany" -0.443044689612211
1 "WALKING" "frequencybodyaccmeanz" -0.461701594939158
1 "WALKING" "frequencybodyaccstdx" -0.406264424421053
1 "WALKING" "frequencybodyaccstdy" -0.412471511936842
1 "WALKING" "frequencybodyaccstdz" -0.325000813106316
1 "WALKING" "frequencybodygyrojerkmagmean" -0.804838117684211
1 "WALKING" "frequencybodygyrojerkmagstd" -0.839665365052632
1 "WALKING" "frequencybodygyromagmean" -0.697909222631579
1 "WALKING" "frequencybodygyromagstd" -0.647417767894737
1 "WALKING" "frequencybodygyromeanx" -0.63019151532
1 "WALKING" "frequencybodygyromeany" -0.704833843157895
1 "WALKING" "frequencybodygyromeanz" -0.611378487789474
1 "WALKING" "frequencybodygyrostdx" -0.631276113894737
1 "WALKING" "frequencybodygyrostdy" -0.674005258736842
1 "WALKING" "frequencybodygyrostdz" -0.583421814052632
1 "WALKING" "timebodyaccjerkmagmean" -0.560912567
1 "WALKING" "timebodyaccjerkmagstd" -0.553459523067368
1 "WALKING" "timebodyaccjerkmeanx" 0.0708452402810526
1 "WALKING" "timebodyaccjerkmeany" 0.00895225547515789
1 "WALKING" "timebodyaccjerkmeanz" 0.0141352370831579
1 "WALKING" "timebodyaccjerkstdx" -0.564213599178947
1 "WALKING" "timebodyaccjerkstdy" -0.549438143305263
1 "WALKING" "timebodyaccjerkstdz" -0.655811012421053
1 "WALKING" "timebodyaccmagmean" -0.352520747263158
1 "WALKING" "timebodyaccmagstd" -0.417401029084211
1 "WALKING" "timebodyaccmeanx" 0.273610687989474
1 "WALKING" "timebodyaccmeany" -0.0153028024071579
1 "WALKING" "timebodyaccmeanz" -0.119022382621053
1 "WALKING" "timebodyaccstdx" -0.436071018105263
1 "WALKING" "timebodyaccstdy" -0.396283057892632
1 "WALKING" "timebodyaccstdz" -0.33609452524
1 "WALKING" "timebodygyrojerkmagmean" -0.778206446210526
1 "WALKING" "timebodygyrojerkmagstd" -0.813741242947368
1 "WALKING" "timebodygyrojerkmeanx" -0.127378840434211
1 "WALKING" "timebodygyrojerkmeany" -0.0402911240998947
1 "WALKING" "timebodygyrojerkmeanz" -0.0502311715852632
1 "WALKING" "timebodygyrojerkstdx" -0.766919055263158
1 "WALKING" "timebodygyrojerkstdy" -0.796494208315789
1 "WALKING" "timebodygyrojerkstdz" -0.763908739894737
1 "WALKING" "timebodygyromagmean" -0.49712739831579
1 "WALKING" "timebodygyromagstd" -0.626713219052632
1 "WALKING" "timebodygyromeanx" 0.0342854418368421
1 "WALKING" "timebodygyromeany" -0.0496421035168421
1 "WALKING" "timebodygyromeanz" 0.0334286149252632
1 "WALKING" "timebodygyrostdx" -0.626428071157895
1 "WALKING" "timebodygyrostdy" -0.682412019578947
1 "WALKING" "timebodygyrostdz" -0.557319643515789
1 "WALKING" "timegravityaccmagmean" -0.352520747263158
1 "WALKING" "timegravityaccmagstd" -0.417401029084211
1 "WALKING" "timegravityaccmeanx" 0.882465659578947
1 "WALKING" "timegravityaccmeany" -0.0189956395789474
1 "WALKING" "timegravityaccmeanz" -0.2731586388
1 "WALKING" "timegravityaccstdx" -0.963955542105263
1 "WALKING" "timegravityaccstdy" -0.950134644947368
1 "WALKING" "timegravityaccstdz" -0.930647829157895
1 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkmagmean" -0.985272610816327
1 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkmagstd" -0.983638936938775
1 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkmeanx" -0.990227735510204
1 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkmeany" -0.981013959387755
1 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkmeanz" -0.985860690408163
1 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkstdx" -0.99100668877551
1 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkstdy" -0.982923945306122
1 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkstdz" -0.988312889387755
1 "WALKING_DOWNSTAIRS" "frequencybodyaccmagmean" -0.968496571836735
1 "WALKING_DOWNSTAIRS" "frequencybodyaccmagstd" -0.956170551836735
1 "WALKING_DOWNSTAIRS" "frequencybodyaccmeanx" -0.989379955714286
1 "WALKING_DOWNSTAIRS" "frequencybodyaccmeany" -0.962736507142857
1 "WALKING_DOWNSTAIRS" "frequencybodyaccmeanz" -0.973027332653061
1 "WALKING_DOWNSTAIRS" "frequencybodyaccstdx" -0.990343197755102
1 "WALKING_DOWNSTAIRS" "frequencybodyaccstdy" -0.947761177346939
1 "WALKING_DOWNSTAIRS" "frequencybodyaccstdz" -0.955639991428571
1 "WALKING_DOWNSTAIRS" "frequencybodygyrojerkmagmean" -0.991796009591837
1 "WALKING_DOWNSTAIRS" "frequencybodygyrojerkmagstd" -0.990416534897959
1 "WALKING_DOWNSTAIRS" "frequencybodygyromagmean" -0.975750964489796
1 "WALKING_DOWNSTAIRS" "frequencybodygyromagstd" -0.963792787959184
1 "WALKING_DOWNSTAIRS" "frequencybodygyromeanx" -0.97465817755102
1 "WALKING_DOWNSTAIRS" "frequencybodygyromeany" -0.983131993877551
1 "WALKING_DOWNSTAIRS" "frequencybodygyromeanz" -0.981045649795918
1 "WALKING_DOWNSTAIRS" "frequencybodygyrostdx" -0.975589899795918
1 "WALKING_DOWNSTAIRS" "frequencybodygyrostdy" -0.97717276122449
1 "WALKING_DOWNSTAIRS" "frequencybodygyrostdz" -0.980380073265306
1 "WALKING_DOWNSTAIRS" "timebodyaccjerkmagmean" -0.98858811122449
1 "WALKING_DOWNSTAIRS" "timebodyaccjerkmagstd" -0.985098543469388
1 "WALKING_DOWNSTAIRS" "timebodyaccjerkmeanx" 0.0744479366122449
1 "WALKING_DOWNSTAIRS" "timebodyaccjerkmeany" 0.0124919087305918
1 "WALKING_DOWNSTAIRS" "timebodyaccjerkmeanz" -0.00368500453408163
1 "WALKING_DOWNSTAIRS" "timebodyaccjerkstdx" -0.990163978571429
1 "WALKING_DOWNSTAIRS" "timebodyaccjerkstdy" -0.981204027142857
1 "WALKING_DOWNSTAIRS" "timebodyaccjerkstdz" -0.987791629183673
1 "WALKING_DOWNSTAIRS" "timebodyaccmagmean" -0.969110000816326
1 "WALKING_DOWNSTAIRS" "timebodyaccmagstd" -0.955770430408163
1 "WALKING_DOWNSTAIRS" "timebodyaccmeanx" 0.28025753755102
1 "WALKING_DOWNSTAIRS" "timebodyaccmeany" -0.0152443743795918
1 "WALKING_DOWNSTAIRS" "timebodyaccmeanz" -0.104200497734694
1 "WALKING_DOWNSTAIRS" "timebodyaccstdx" -0.989998413673469
1 "WALKING_DOWNSTAIRS" "timebodyaccstdy" -0.950587365102041
1 "WALKING_DOWNSTAIRS" "timebodyaccstdz" -0.959600607755102
1 "WALKING_DOWNSTAIRS" "timebodygyrojerkmagmean" -0.993244516530612
1 "WALKING_DOWNSTAIRS" "timebodygyrojerkmagstd" -0.9910444
1 "WALKING_DOWNSTAIRS" "timebodygyrojerkmeanx" -0.0995853516734694
1 "WALKING_DOWNSTAIRS" "timebodygyrojerkmeany" -0.0387113534697959
1 "WALKING_DOWNSTAIRS" "timebodygyrojerkmeanz" -0.0549302152734694
1 "WALKING_DOWNSTAIRS" "timebodygyrojerkstdx" -0.988247351020408
1 "WALKING_DOWNSTAIRS" "timebodygyrojerkstdy" -0.992964563673469
1 "WALKING_DOWNSTAIRS" "timebodygyrojerkstdz" -0.992048393877551
1 "WALKING_DOWNSTAIRS" "timebodygyromagmean" -0.967325336734694
1 "WALKING_DOWNSTAIRS" "timebodygyromagstd" -0.964495712244898
1 "WALKING_DOWNSTAIRS" "timebodygyromeanx" -0.0297755423469388
1 "WALKING_DOWNSTAIRS" "timebodygyromeany" -0.0796709120408163
1 "WALKING_DOWNSTAIRS" "timebodygyromeanz" 0.0890456382081633
1 "WALKING_DOWNSTAIRS" "timebodygyrostdx" -0.975076397346939
1 "WALKING_DOWNSTAIRS" "timebodygyrostdy" -0.97917290244898
1 "WALKING_DOWNSTAIRS" "timebodygyrostdz" -0.979155145102041
1 "WALKING_DOWNSTAIRS" "timegravityaccmagmean" -0.969110000816326
1 "WALKING_DOWNSTAIRS" "timegravityaccmagstd" -0.955770430408163
1 "WALKING_DOWNSTAIRS" "timegravityaccmeanx" 0.935896376734694
1 "WALKING_DOWNSTAIRS" "timegravityaccmeany" -0.0115206613061225
1 "WALKING_DOWNSTAIRS" "timegravityaccmeanz" -0.127121074918367
1 "WALKING_DOWNSTAIRS" "timegravityaccstdx" -0.987897778367347
1 "WALKING_DOWNSTAIRS" "timegravityaccstdy" -0.971309063061224
1 "WALKING_DOWNSTAIRS" "timegravityaccstdz" -0.964250737142857
1 "WALKING_UPSTAIRS" "frequencybodyaccjerkmagmean" -0.991366622075472
1 "WALKING_UPSTAIRS" "frequencybodyaccjerkmagstd" -0.991530693207547
1 "WALKING_UPSTAIRS" "frequencybodyaccjerkmeanx" -0.994075273773585
1 "WALKING_UPSTAIRS" "frequencybodyaccjerkmeany" -0.98641812245283
1 "WALKING_UPSTAIRS" "frequencybodyaccjerkmeanz" -0.989161118679245
1 "WALKING_UPSTAIRS" "frequencybodyaccjerkstdx" -0.994529321132075
1 "WALKING_UPSTAIRS" "frequencybodyaccjerkstdy" -0.987868344528302
1 "WALKING_UPSTAIRS" "frequencybodyaccjerkstdz" -0.991250494339623
1 "WALKING_UPSTAIRS" "frequencybodyaccmagmean" -0.987182469245283
1 "WALKING_UPSTAIRS" "frequencybodyaccmagstd" -0.98545108754717
1 "WALKING_UPSTAIRS" "frequencybodyaccmeanx" -0.993385031698113
1 "WALKING_UPSTAIRS" "frequencybodyaccmeany" -0.980709431132075
1 "WALKING_UPSTAIRS" "frequencybodyaccmeanz" -0.985628245660377
1 "WALKING_UPSTAIRS" "frequencybodyaccstdx" -0.993617519433962
1 "WALKING_UPSTAIRS" "frequencybodyaccstdy" -0.979442175660377
1 "WALKING_UPSTAIRS" "frequencybodyaccstdz" -0.979856309056604
1 "WALKING_UPSTAIRS" "frequencybodygyrojerkmagmean" -0.995107750943396
1 "WALKING_UPSTAIRS" "frequencybodygyrojerkmagstd" -0.994835148301887
1 "WALKING_UPSTAIRS" "frequencybodygyromagmean" -0.984225330566038
1 "WALKING_UPSTAIRS" "frequencybodygyromagstd" -0.977473359811321
1 "WALKING_UPSTAIRS" "frequencybodygyromeanx" -0.986018960566038
1 "WALKING_UPSTAIRS" "frequencybodygyromeany" -0.987941627169811
1 "WALKING_UPSTAIRS" "frequencybodygyromeanz" -0.988780373018868
1 "WALKING_UPSTAIRS" "frequencybodygyrostdx" -0.988066613207547
1 "WALKING_UPSTAIRS" "frequencybodygyrostdy" -0.983435199433962
1 "WALKING_UPSTAIRS" "frequencybodygyrostdz" -0.99109324490566
1 "WALKING_UPSTAIRS" "timebodyaccjerkmagmean" -0.992164126981132
1 "WALKING_UPSTAIRS" "timebodyaccjerkmagstd" -0.991929013962264
1 "WALKING_UPSTAIRS" "timebodyaccjerkmeanx" 0.0751451756226415
1 "WALKING_UPSTAIRS" "timebodyaccjerkmeany" 0.00971987818943396
1 "WALKING_UPSTAIRS" "timebodyaccjerkmeanz" -0.00298217693924528
1 "WALKING_UPSTAIRS" "timebodyaccjerkstdx" -0.99403470245283
1 "WALKING_UPSTAIRS" "timebodyaccjerkstdy" -0.986617126226415
1 "WALKING_UPSTAIRS" "timebodyaccjerkstdz" -0.990905594150943
1 "WALKING_UPSTAIRS" "timebodyaccmagmean" -0.987144098490566
1 "WALKING_UPSTAIRS" "timebodyaccmagstd" -0.985095528867925
1 "WALKING_UPSTAIRS" "timebodyaccmeanx" 0.277068529056604
1 "WALKING_UPSTAIRS" "timebodyaccmeany" -0.017269475445283
1 "WALKING_UPSTAIRS" "timebodyaccmeanz" -0.106081354433962
1 "WALKING_UPSTAIRS" "timebodyaccstdx" -0.993545257735849
1 "WALKING_UPSTAIRS" "timebodyaccstdy" -0.979607453396226
1 "WALKING_UPSTAIRS" "timebodyaccstdz" -0.981477272264151
1 "WALKING_UPSTAIRS" "timebodygyrojerkmagmean" -0.995805310943396
1 "WALKING_UPSTAIRS" "timebodygyrojerkmagstd" -0.994976480754717
1 "WALKING_UPSTAIRS" "timebodygyrojerkmeanx" -0.0960495096603774
1 "WALKING_UPSTAIRS" "timebodygyrojerkmeany" -0.043194959
1 "WALKING_UPSTAIRS" "timebodygyrojerkmeanz" -0.0571747721320755
1 "WALKING_UPSTAIRS" "timebodygyrojerkstdx" -0.993900081698113
1 "WALKING_UPSTAIRS" "timebodygyrojerkstdy" -0.994851310566038
1 "WALKING_UPSTAIRS" "timebodygyrojerkstdz" -0.99446262
1 "WALKING_UPSTAIRS" "timebodygyromagmean" -0.974398140566038
1 "WALKING_UPSTAIRS" "timebodygyromagstd" -0.977724943207547
1 "WALKING_UPSTAIRS" "timebodygyromeanx" -0.0355687609849057
1 "WALKING_UPSTAIRS" "timebodygyromeany" -0.0587871354528302
1 "WALKING_UPSTAIRS" "timebodygyromeanz" 0.0916992316415094
1 "WALKING_UPSTAIRS" "timebodygyrostdx" -0.987514794339623
1 "WALKING_UPSTAIRS" "timebodygyrostdy" -0.984892898867925
1 "WALKING_UPSTAIRS" "timebodygyrostdz" -0.989762829245283
1 "WALKING_UPSTAIRS" "timegravityaccmagmean" -0.987144098490566
1 "WALKING_UPSTAIRS" "timegravityaccmagstd" -0.985095528867925
1 "WALKING_UPSTAIRS" "timegravityaccmeanx" 0.907284107924528
1 "WALKING_UPSTAIRS" "timegravityaccmeany" -0.168875811188679
1 "WALKING_UPSTAIRS" "timegravityaccmeanz" -0.0383102649433962
1 "WALKING_UPSTAIRS" "timegravityaccstdx" -0.989420692830189
1 "WALKING_UPSTAIRS" "timegravityaccstdy" -0.985383449245283
1 "WALKING_UPSTAIRS" "timegravityaccstdz" -0.981390010377359
2 "LAYING" "frequencybodyaccjerkmagmean" -0.926791018958333
2 "LAYING" "frequencybodyaccjerkmagstd" -0.917639425833333
2 "LAYING" "frequencybodyaccjerkmeanx" -0.948536226458333
2 "LAYING" "frequencybodyaccjerkmeany" -0.916789154791667
2 "LAYING" "frequencybodyaccjerkmeanz" -0.948672921875
2 "LAYING" "frequencybodyaccjerkstdx" -0.953681771041667
2 "LAYING" "frequencybodyaccjerkstdy" -0.921961136041667
2 "LAYING" "frequencybodyaccjerkstdz" -0.961312432708333
2 "LAYING" "frequencybodyaccmagmean" -0.877738054895833
2 "LAYING" "frequencybodyaccmagstd" -0.840027698041667
2 "LAYING" "frequencybodyaccmeanx" -0.934417339583333
2 "LAYING" "frequencybodyaccmeany" -0.8593074964375
2 "LAYING" "frequencybodyaccmeanz" -0.903542417291667
2 "LAYING" "frequencybodyaccstdx" -0.927417260208333
2 "LAYING" "frequencybodyaccstdy" -0.823735870520833
2 "LAYING" "frequencybodyaccstdz" -0.865286228979167
2 "LAYING" "frequencybodygyrojerkmagmean" -0.948575951041667
2 "LAYING" "frequencybodygyrojerkmagstd" -0.939418782291667
2 "LAYING" "frequencybodygyromagmean" -0.877545593958333
2 "LAYING" "frequencybodygyromagstd" -0.849235914375
2 "LAYING" "frequencybodygyromeanx" -0.872213128964583
